website,country,email,description,name
www.vbm.ru,Russia,mail@vbm.ru,"
			Production of rock-cutting tools for mining, oil and gas and construction industry: roller-cone bits, PDC bits, TCI bits, core bits, hole-openers. QMS is certified according to ISO 9001, ISO/TS 29001, ANSI/API Spec.Q1 requirements.		","Volgaburmash, JSC"
www.wegelectric.com,United States,None,None,WEG Electric Motors Corp.
www.walkermagnet.com,Canada,None,None,Walker Magnetics
www.mindext.statler.wvu.edu,United States,None,None,West Virginia University
www.whiteseis.com,United States,info@whiteseis.com,"
			White is a leading supplier of blast monitoring
seismographs and services. Our Mini-Seis III
seismograph is rugged, reliable and affordable. Serving
the blasting industry since 1951.		",White Industrial Seismology Inc.
www.wirecare.com,United States,info@wirecare.com,"
			WireCare.com is an eCommerce Distributor of all
things wire and cable management specializing in
expandable braided sleeving, heat shrink, Deutsch
connectors, cable ties, tools, shielding and much,
much more.		",WireCare.com
www.wmc-usa.org,United States,info@wmc-usa.org,"
			WMC is a grassroots advocacy group with representatives from coast to coast and from all aspects of the mining industry including geologists, engineers, metallurgists, miners, environmental experts, and mining vendors/suppliers, and energy producers.		",Women’s Mining Coalition
www.geotec.com.cn/,Peoples Republic of China,sale02@geotecwuxi.com,"
			We manufacture drill rods, casings, diamond bits,
reaming shells, core barrels, overshot, PDC bits, drill
rigs and spares for geological exploration, mining, dam
grouting and the water well industry, as well as HDD
drill pipes and drilling tools.		","Wuxi Giotec Geological Equipment Co., Ltd."
www.chinashengpu.com,Peoples Republic of China,jack@chinashengpu.com,"
			SEP is a specialized engineering and manufacturing company that was founded in 2007, focused on construction, earth-moving and mining attachments produced for machines.		","Xuzhou Shengpu Engineering Machinery Co., Ltd."
www.gh-beltconveyor.com/,Peoples Republic of China,ghtg-rollers@hotmail.com,"
			G.H. designs, manufactures, installs and maintains custom bulk material handling equipment for all industries. Working with your consultant or directly with you, we supply individual pieces of equipment or complete systems for mining and more.		","Xuzhou Guanghuan Conveyer Idlers (Suzhou) Co., Ltd."
www.xmfg.com,United States,info@xmfg.com,"
			Founded in 2003, Xtreme Manufacturing produces one of the largest lineups of rough terrain telehandlers in North America, including the XR7038, with a lifting capacity of up to 70,000 lbs., ideal for mining applications.		",XTREME Manufacturing LLC
xgev.com,United States,sales@xgev.com,"
			Xtreme Green Electric Vehicles is a Las Vegas-based eco-vehicle company manufacturing 100 percent electric, lithium powered off-road vehicles. The XGEV products include 2-and-5 passenger, 4WD UTVs, ATVs, and work trucks.		",Xtreme Green Electric Vehicles
www.xemc.com.cn,Peoples Republic of China,fan-gu@hotmail.com,"
			Xiangtan Electric Manufacturing Group Heavy-Duty Equipment Co., Ltd. is a subsidiary of XEMC and a big innovator, manufacturer and facilitator of China's large size dump truck.		","Xiangtan Electric Manufacturing Group Heavy-Duty Equipment Co., Ltd."
www.locomotive.cn,Peoples Republic of China,joy@locomotive.cn,"
			Main products: 2.5 tons-45 tons battery locomotive,
1.5 tons-30tons trolley locomotive. Usage: narrow
railway transportation, tunneling and mining. Founded
in 1994. Staff: 350 workers; 30 engineers.		","Xiangtan Electric Locomotive Factory Co., Ltd."
www.prodrill.com.cn,Peoples Republic of China,info@prodrill.com.cn,"
			Xiamen Prodrill Equipment Co., Ltd is a specialized company, experienced in developing and manufacturing DTH drilling tools, top Hammer drilling tools and overburden drilling systems, and RC tools for mining, quarrying, and construction.		","Xiamen Prodrill Equipment Co., Ltd."
www.raina-cn.com,Peoples Republic of China,dengqiraina@aliyun.com,"
			RAINA has unique experience in the production and development of all types of labor products; hand gloves; pneumatic tools; and non-sparking tools for more than 10 years.		","Xi’an Raina Industry Co., Ltd."
www.xcaliburxrf.com,United States,None,None,XCalibur XRF Services
www.wxjl.cn,Peoples Republic of China,lily@wxjl.cn,"
			Wuxi Jialong Heat Exchanger Stock Company Ltd, founded in June 2003, is a leading designer and manufacturer of aluminum plate-fin and tube-fin heat exchanger in the mainland of China.		",Wuxi Jialong Heat Exchanger Stock Company Ltd.
www.dh-forging.com,Peoples Republic of China,None,"
			Equipped with 300-ton, 630-ton, 1000-ton, 1600-ton, 2500-ton six electric spiral press production lines. Forge parts 13g to 93kg. Passed attestation from German Lloyd and the Norwegian DNV and TS16949.		","Wuxi Donghai Forging Co., Ltd."
www.wtcmachinery.com,United States,sales@wtcmachinery.com,"
			WTC Machinery is the world leader in undercarriage
repair equipment, and has been so since the 1950s.
From presses, wrenches, welders, and portable pin
presses to complete hydraulic cylinder repair, we are
your partner in service, repair and support.		","WTC Machinery, LLC"
www.wrightconcrete.com,United States,c.roberts@wrightconcrete.com,"
			Wright Concrete & Construction, Inc. is a fullservice
concrete contractor with the experience
and capabilities required for any size concrete job,
regardless of complexity, in any part of the United
States or abroad. We are fully bonded and insured.		",Wright Concrete & Construction Inc.
www.wptpower.com,United States,info@wptpower.com,"
			WPT is a leading manufacturer in the power
transmission industry. Our heavy-duty clutches and
brakes are engineered for the demanding requirements
of mining, construction, off-highway and aggregate
processing.		",WPT Power Corp
www.worldwidedrillingresource.com,United States,wwdr@worldwidedrillingresource.com,"
			WorldWide Drilling Resource® IN PRINT – ONLINE – your choice! Easy-to-read top quality editorial. Classified Section included. The ONLY drilling magazine which focuses on ALL aspects of the drilling industry. Check it out today!		",WorldWide Drilling Resource
www.ogsmag.com,United Kingdom,info@ogsmag.com,"
			Established in 2014, World Mining magazine is a monthly publication with a readership of more than 93,000 worldwide, in print and digital formats. You can view previous editions at www.ogsmag.com		",Worldwide Business Media LTD.
www.ytwangyuan.com,Peoples Republic of China,pxz6569@163.com,"
			Yantai Wangyuan Hydraulic Co., Ltd is a top three hydraulic breaker manufacturer in China, specializing in producing hydraulic breaker and spares for 13 years. With stable quality and favourable prices, our breakers are quite competitive over the world.		","Yantai Wangyuan Hydraulic Co., Ltd."
www.ytjpkj.com,Peoples Republic of China,None,"
			Relying on advanced machining equipment and solid
technical strength, we provide mineral processing EPC
as follows: mineral processing experiment, engineering
design, equipment manufacturing, installation and
commissioning and operator training.		",Yantai Jinpeng Mining Machinery Company Ltd.
www.ythuize.com,Peoples Republic of China,ythuize@vip.sina.com,"
			Engineering consultation, mining technology research
and development, mining engineering design, mining
project management, mining equipment manufacture
and installation and mining overall turnkey/EPC
services.		","Yantai Huize Mining Engineering Co., Ltd."
www.ytfushun.com,Peoples Republic of China,None,None,"Yantai Fushun Products Co., Ltd."
www.szltool.com,Peoples Republic of China,szlrocktools@qq.com,"
			Yanggu Lion Rock Tools Co., Ltd. is a professional manufacture of rock drilling tools specializing in high quality thread button bits, tapered button bits, DTH bits and hammers, mining bits, coal bits/picks, coupling sleeves, roller bits, etc.		","Yanggu Lion Rock Tools Co., Ltd."
www.rockbits.cn,Peoples Republic of China,haoquan@rockbits.cn,"
			Yanggu Haoquan Rock Tools Co., Ltd is the professional manufacturer and exporter of road milling tools, foundation drilling tools, coal miner tools, rotary cutter bits and other tungsten carbide brazed products.		","Yanggu Haoquan Rock Tools Co., Ltd."
www.yamadapump.com,United States,None,None,Yamada America Inc.
www.yalecordage.com,United States,None,None,Yale Cordage
www.y2kfluidpower.com,United States,sales@y2kfluidpower.com,"
			Y2K Fluid Power, a division of Dakota Fluid Power,
Inc., is an original equipment manufacturer (OEM)
based in Sioux Falls, SD. The company markets
filtration products that are designed to help improve
equipment reliability and extend lubricant life.		",Y2K Fluid Power
www.zkjhby.com,Peoples Republic of China,zkjhby@163.com,"
			Xuzhou Zhongkuang Jinhai Pump Co., Ltd is a foundry group providing OEM service for mining, metal recycling, dredging and metallurgical industry. We have ability of steel making (electric ARC furnace), heat treatment and machining.		","Xuzhou Zhongkuang Jinhai Pump Co., Ltd."
www.workingperson.com,United States,None,"
			Working Person's Store specializes in quality fire resistant workwear and work footwear from trusted brands like Carhartt FR, Bulwark FR, Timberland PRO and Wolverine Boots. Look good, feel great and be protected!		",Working Persons Store
www.wordrockdrills.com,United States,None,None,"WORD International, Inc."
www.woosterhydrostatics.com,United States,sales@woosterhydrostatics.com,"
			Wooster Hydrostatics is an ISO Certified
remanufacturer and repair facility of hydraulic pumps
and motors. Specializing in Bosch Rexroth, Denison,
Hagglunds, Linde, Kawasaki, Oilgear, Sundstrand and
many more.		",Wooster Hydrostatics Inc.
www.womeninmining.org,United States,wimef@womeininmining.org,"
			Provides access to free downloadable hands-on
minerals activities suitable for use in the classroom or
as demonstrations at community events; information
about our related chapters; why we believe in minerals
education, and how we accomplish this.		",Women In Mining Education Foundation
www.wolseleyindustrialgroup.com,United States,None,"
			Wolseley Industrial Group is one of North America’s largest distributors of PVF and MRO supplies and services supporting the mining industry. With 1,400 locations, Wolseley Industrial Group ensures on-time delivery and unmatched technical support.		",Wolseley Industrial Group
www.wolfpointengineers.com,United States,bob.williams@wpengrs.com,"
			Wolf Point Engineers & Contractors is a Division of North Alabama Fabricating Company, Inc. Wolf Point provides turn-key bulk material handling solutions for the mining industry. NAFCO is a world class structural fabricator based in Birmingham, Alabama.		",Wolf Point Engineers & Contractors
www.wolfrockdrills.com,United States,None,None,WOLF Americas LLC
www.gzwojun.com,Peoples Republic of China,None,None,"Wojun (Guangzhou) Rubber Co., Ltd."
www.WLcable.com,United States,Johnny@WLcable.com,"
			Services include: Installation and removal of borehole cable, elevator cable, fiber cable, slope rope cable, communication cable and Mine Rescue Services. We have performed more than 2000 successful installations and removals.		","WLI, Inc."
www.wirtgenamerica.com,United States,None,None,Wirtgen America Inc.
www.wireropeworks.com,United States,None,None,Wirerope Works Inc.
www.wirecoworldgroup.com,United States,info@wirecoworldgroup.com,"
			WireCo WorldGroup is a world leader in manufacturing, engineering and distributing wire rope, wire rope assemblies and high tensile synthetic rope products. We market solutions for surface and underground mining applications.		",WireCo WorldGroup
www.wirerope.com,Canada,None,None,Wire Rope Industries Ltd.
www.winnerindustry.com,Peoples Republic of China,sales@winnerindustry.com,"
			We produce top quality rock drilling products for
top hammer drilling, DTH drilling, reverse circulation
drilling, diamond core drilling, overburden drilling,
Rotary drilling products, etc. Our products enjoy good
performance and competitive prices.		","Winner Industry Co., Ltd."
www.williamsform.com,United States,None,None,Williams Form Engineering
www.layherna.com,United States,info@layherna.com,"
			Layher is a large producer and leading industry innovator of high quality, integrated, modular scaffolding systems. Layher products and innovations have come to define quality, performance, efficiency, and safety in modern scaffolding.		",Wilhelm Layher GmbH & Co. KG
www.wika.com,United States,Jeff.placek@wika.com,"
			WIKA Instruments develops and manufactures
pressure, temperature, level, force and load
instruments specifically designed for the needs of the
mining industry. WIKA offers custom, cost effective
OEM designs and quickly delivered stock solutions.		",WIKA Instrument
www.adelwiggins.com,United States,None,None,Wiggins Service Systems
www.whitmores.com,United States,sales@whitmores.com,"
			Established in 1893, Whitmore has an excellent worldwide reputation in the mining industry. We offer an extensive range of lubrication and reliability products designed to perform in the most adverse conditions and demanding environments.		",Whitmore
www.whitfieldwelding.com,Canada,sean@whitfieldwelding.com,"
			Since 1985, Whitfield Welding has been servicing the
automotive, energy, mining, military and aerospace
industries. Services include: TIG welding, MIG welding,
laser cladding, laser hardening, stress relief, micro
laser welding, laser engraving and metlab.		",Whitfield Welding Inc.
www.whitehillmfg.com,United States,whitehill@whitehillmfg.com,"
			Whitehill is a leader in the development and
manufacture of custom high performance synthetic
ropes. Fully synthetic ropes are available for drum
hoists, Koepe hoists and mobile cranes. In-situ
inspection and monitoring is available.		",Whitehill Mfg. Corp.
www.whelen.com,United States,whelen@whelen.com,"
			Whelen manufactures vehicle warning signals and
signaling systems as well as all-hazards and mass
notification voice and siren systems, from 107dBC to
130dBC, for public and industrial warning applications.		",Whelen Engineering Co. Inc.
www.wheelsindia.com,India,None,"
			A leading manufacturer of wheel rims for earthmoving and construction segments in India and the world. We also offer fabricated solutions like dumper bodies and buckets.		",Wheels India Ltd.
www.westpromachinery.com,Canada,None,"
			Since 1985, Westpro has been providing customers world-wide with the latest technologies. Westpro’s mineral processing equipment is engineered to deliver superior performance, operational efficiency and heavy-duty construction.		","Westpro Machinery, Inc."
www.westernstartrucks.com,United States,None,"
			Western Star means tough, and there’s nothing tougher than the XD Offroad Platform. These are serious vehicles engineered to stand up to the job, while delivering comfort, safety and uptime. Stop settling and get your tough back with Western Star.		",Western Star Trucks
www.westernshelter.com,United States,None,None,Western Shelter Systems
www.western-global.com,United States,info@western-global.us.com,"
			Western Global is an international provider of portable tanks and dispensing equipment for the storage and handling of fuels, lubricants and other fluids with more than 50 years of expertise.		",Western Global
scieng.curtin.edu.au/wa-school-of-mines/,Australia,wasmadmin@curtin.edu.au,"
			For more than a century, the Western Australian School of Mines (WASM), Curtin University, has been committed to providing some of the world's finest mining and minerals education facilities, offering world class education and research.		",Western Australian School of Mines
www.westech-inc.com,United States,None,"
			WesTech designs and manufactures minerals process systems. Expertise in high efficiency thickeners, paste thickeners, product concentration, tailings disposal, and CCD circuit washing. Dewatering filters, presses, and self-contained membrane systems.		",WesTech Engineering
www.wstch.com,United States,sales@wstch.com,"
			WESTECH custom designs and manufactures Mine-Specific Truck Bodies worldwide and now offers a full line of buckets for Shovel Dippers, Excavators and FEL's. WESTECH designs for safety, we feel our Stairway Access Tank® sets a new industry standard!		",Westech
www.westriverconveyors.com,United States,jsavage@westriverconveyors.com,"
			West River Conveyors is a leader in custom-designed
conveyor packages for bulk material handling
operations including potash, trona, coal, gold, copper,
salt and other precious metals. Quality products and
customer service are first priorities.		",West River Conveyors & Machinery Co.
www.westcraftmfg.com,United States,randy@westcraftmfg.com,"
			For nearly 50 years West Craft has been building
welded steel hydraulic cylinders for a wide variety
of industries. ISO9001:2008 certified, 100 percent
pressure tested. All configurations available. Single
stage as well as telescopic.		",West Craft Manufacturing
www.wescottsteel.com,United States,None,None,Wescott Steel Inc.
www.wesco.com,United States,info@wesco.com,"
			WESCO is a complete global supply chain company
focused on providing electrical, industrial, and
communications MRO and OEM products and
services.Together with our manufacturer partners we
design and implement high performing cost savings
programs.		",WESCO Distribution
www.wencomine.com,Canada,ggauthier@wencomine.com,"
			Wenco International Mining Systems Ltd., a subsidiary of the Hitachi Construction Machinery Company, provides world-class productivity software and operator safety solutions for the world’s surface mining operations.		",Wenco International Mining Systems Ltd.
www.welding-alloys.com,United States,info.usa@welding-alloys.com,"
			Global leader in Hardfacing welding wires, composite
wear plates, automated welding equipment and
rebuilding of parts by welding for mining/aggregates/
cement applications. When there is wear, we are there.		",Welding Alloys USA
www.weldco-beales.com,Canada,None,"
			Global mining attachment experts since 1945. Weldco-Beales Mfg. (WBM) designs and manufactures premium heavy-duty attachments, specialized to the demanding requirements of each machine’s task and capabilities.		",Weldco-Beales Mfg.
www.weirminerals.com,United States,None,None,Weir Minerals North America
en.wh-hw.com,Peoples Republic of China,info@wh-hw.com,"
			Haiwang is a leading supplier of hydrocyclone and services to the global coal preparation industry, mineral processing industry, FGD in power plant, fertilizer industry, and so on.		","Weihai Haiwang Hydrocyclone Co., Ltd."
www.webasto.com,United States,None,None,Webasto Thermo & Comfort  North America
www.wearpro-inc.com,United States,None,None,"WearPro, Inc"
www.watsonvalve.com,United States,None,None,"Watson Valve Services, Inc."
www.watertectonics.com,United States,contactme@watertectonics.com,"
			From groundbreaking to end-of-life maintenance,
mining companies face a variety of water treatment
challenges and increasing regulations. Our innovative
treatment solutions improve water quality, reduce
sludge waste and mitigate ownership risks.		",WaterTectonics
www.wassara.com,Sweden,info.wassara@lkab.com,"
			LKAB Wassara AB is a Swedish company, designing, producing and promoting water powered down the hole hammers, for clients worldwide in mining, mineral exploration, hydropower dams, geoenergy, general ground engineering, etc.		",Wassara AB
www.warrenrupp.com,United States,info.warrenrupp@idexcorp.com,"
			Today, Warren Rupp engineered solutions for various industrial markets are sold worldwide through a network of independent, factory-authorized distributors. Our products and services are marketed in more than 60 countries.		",Warren Rupp
www.wannereng.com,United States,None,None,Wanner Engineering
www.wanco.com,United States,info@wanco.com,"
			Wanco Inc, established in 1984, a leader in traffic control devices, has expanded its product offering to include a full line of portable lighting systems, portable generators and surveillance equipment. Stop by our booth to see live demonstrations.		",Wanco Inc
www.pfreundt-na.com,United States,None,None,Walz Scale
www.waldengroup.ca,Canada,mshort@waldengroup.ca,"
			The Walden Group of companies is a family-owned,
Sudbury based company, that has become a
significant player in the mining and industrial service
sectors.		",Walden Group
www.wagener-schwelm.com,Germany,info@wagener-schwelm.de,"
			The experts in vulcanizing technology since 1897. Made in Germany.		",WAGENER Schwelm GmbH & Co.
www.wydv-bearing.com,Peoples Republic of China,cathy@wydv-bearing.com,"
			WYDV is an international bearing conglomerate founded in 1989 and has been certified ISO9001:2000. We use advanced production technology to produce tapered bearings, ball bearings, cylindrical roller bearings and a full range of products.		","Wafangdian Yuanda Bearing Manufacturing Co., Ltd."
www.wabtec.com/home.asp,United States,None,None,Wabtec Corporation
www.wabicorp.com,Canada,None,"
			Underground mine conveyance equipment (skips,
cages, loading stations, etc). Castings in more than
100 different alloys. Our APEO certified Engineering
Department is capable of designing all types of cast
and fabricated products. ISO 9001:2008 registered.		",Wabi Iron Steel Corporation
www.wabash.ca,Canada,miningsales@wabash.ca,"
			Manufacturer of mining support equipment, including
articulating lube and fuel trucks, lube islands,
dewatering vacuum trucks, water trucks and LNG
refuelers for mines.		",Wabash Mfg. Inc.
www.vulcanscales.com,United States,None,"
			Vulcan On-Board Scales designs and manufactures
on-board weighing systems for all types of trucks and
trailers with spring, air and mixed suspensions. We
supply on-board weighing solutions for a wide variety
of aggregate applications.		",Vulcan On-Board Scales
www.volvoce.com/na,United States,vceonline@volvo.com,"
			Volvo Construction Equipment manufacturers and markets equipment for the construction and mining industry; including a comprehensive range of wheel loaders, excavators, articulated haulers, skid steers, compact wheel loaders and compact excavators.		",Volvo Construction Equipment
www.volutionbearing.com,United States,mitch@volutionbearing.com,"
			Volution, Inc is an industry leader in solid polymer lubrication. We provide maintenance-free bearing lubrication in applications where standard grease is purged or contaminated by dust or dirt premature bearing failure will occur.		","Volution Bearing, Inc."
www.voithturbo.com,United States,None,"
			Intelligent mining meets proven reliability: Voith
Turbo specializes in the design, manufacturing and
servicing of high performance driveline equipment
including conveyor and processing equipment drive
components.		",Voith Turbo Inc.
www.vmacair.com,Canada,None,None,VMAC
eng.vistgroup.ru,Russia,None,None,VIST Group
www.visionaire-inc.com,United States,None,None,"Visionaire, Inc."
www.visionxusa.com,United States,info@visionxusa.com,"
			Vision X offers a wide variety of high intensity LED
lights for various purposes including the PitMaster for
Heavy Duty mining and industrial lighting, the Duralux
for Medium Duty utility vehicle lighting, and the new
Cube LED Shockwave for Next-Gen.		",Vision X Lighting
www.visionengravers.com,United States,sales@visionengravers.com,"
			Made in the USA since 1983, Vision Engraving &
Routing Systems manufactures a complete line of
CNC machines to fit many budgets. From small
specialty engravers to large, heavy-duty routers, Vision
has the right solution for your needs.		",Vision Engraving & Routing Systems
www.virinasteel.com,United States,john@virinasteel.com,"
			VIRINA Steel Grinding Balls are made by using a proprietary, patent applied for, high carbon nano steel. This process provides the high impact, minimal deformation and extended wear properties of VIRINA Steel Grinding Balls.		",VIRINA Steel
www.vatransformer.com,United States,None,"
			The VTC-GTC Transformer family offers the design, manufacturing and marketing of products for power generation, transmission and distribution industry. A U.S. based company that manufactures core form power transformers up to 500 MVA, 345 kV.		",Virginia Transformer Corp.
www.energy.vt.edu,United States,None,None,Virginia Tech- Mining & Minerals Department
www.victorproductsusa.com,United States,sales@victorproductsusa.com,"
			Trust is earned never given. Victor Products Ltd, established in 1929, has more than 80 years experience. We offer longwall communications, longwall lighting systems, belt monitoring, enclosed and side pull bretby, explosion/flame proof plugs & sockets.		",Victor Products USA Inc.
www.victaulic.com,United States,None,"
			Victaulic is a leading manufacturer of mechanical pipe joining systems. They also offer a wide variety of engineering and construction piping services that help solve the most complex project needs and stringent demands.		",Victaulic Co.
www.vermeer.com,United States,None,"
			The Vermeer innovative Terrain Leveler® surface excavation machines can work where explosives can’t, with top-down cutting that lets you reach valuable mineral seams and get the most product out of the ground as possible.		",Vermeer
www.veoliawatertech.com,United States,water.info@veolia.com,"
			Veolia is committed to resourcing the world and is developing new ways of making water available when and where it is needed. For more than than 160 years, Veolia has been helping cities and industries worldwide to develop, preserve and replenish resources.		",Veolia Water Technologies
www.vektra.co.in,India,vikasha@eisec.com,"
			Manufacturers and exporters of hydraulic cylinders for mining equipment. Supplying to OEMs and aftermarket.		",Vektra Engineering Pvt. Ltd.
www.vega.com,United States,None,"
			VEGA Americas provides industry-leading products for the measurement of level, density, weight, and pressure combining manufacturing, distribution, and service for products representing the most sophisticated process measurement technology globally.		","VEGA Americas, Inc."
www.veekmas.com,Finland,veekmas@veekmas.fi,"
			Low-profile UG motor graders Veekmas FG 5 C, FG 7 C and FG 15 C, the heights 1990 mm, 2460 mm and 2710 mm respectively, are specially designed for demanding underground use. Veekmas also offers high-class traditional motor graders for construction.		",Veekmas Oy
www.vayeron.com.au,Australia,info@vayeron.com.au,"
			Vayeron is an OEM company that manufactures and sells the Smart-Idler™ conveyor roller sensor system for deployment on high capacity/critical conveyors systems at mines, shipping ports and processing plants.		",Vayeron
www.varelmining.com,United States,miningcustomerservice@varelintl.com,"
			Varel Mining & Industrial manufactures application specific roller cone bits for the mining and construction industries. Our proprietary designs, efficient manufacturing, and global sales force position us to provide reliable drilling solutions.		",Varel International
www.vrsteel.co.za,Republic of South Africa,None,None,Van Reenen Steel (Pty) Ltd.
www.vangorp.biz,United States,vangorp@vangorp.biz,"
			ISO certified manufacturer of quality conveyor components including conveyor pulleys, shafting, rubber lagging, bearings, rollers, take-up frames and other related material handling products.		",Van Gorp Corporation
www.valuepart.com,United States,None,None,ValuePart Inc.
www.vandergraaf.com,United States,info@vandergraaf.com,"
			Van der Graaf is a leading manufacturer of the Extreme Duty drum motors designed specifically for harsh and abrasive environmental conditions of the mining and aggregate handling industry.		",Van der Graaf Corp.
www.valleyrubber.solutions/,United States,info@valleyrubber.solutions,"
			Valley Rubber is a manufacturer of custom rubber solutions for tough mining and industrial applications that require an innovative approach. We are passionate about resolutions that positively impact our customers.		","Valley Rubber, LLC"
www.valortpms.com,Canada,None,"
			Valor is a manufacturer of advanced pressure and temperature monitoring systems engineered specifically to exceed the demanding requirements encountered in extreme conditions.		",Valor H.K.
www.ValleyRubber.Solutions,United States,info@valleyrubber.solutions,"
			Valley Rubber is a manufacturer of custom rubber solutions for tough mining and industrial applications that require an innovative approach. We are passionate about resolutions that positively impact our customers.		","Valley Rubber, LLC"
www.vfbolts.com,United States,sales@vfbolts.com,"
			International manufacturer of hot forged industrial fasteners, bolting solutions and load indicating technology. Our advanced fastener technology includes tension control bolts that accurately measure and monitor bolt clamp loads.		",Valley Forge & Bolt Mfg. Co.
www.valleyblades.com,Canada,sales@valleyblades.com,"
			Valley Blades, an ISO 9001:2008 Certified manufacturer of quality replacement wear edges and teeth for earth and snow removal equipment. Competitively priced quality products, including cutting edges, fabricated and cast wear parts, and teeth.		",Valley Blades Limited
www.ine.uaf.edu/mirl/taaccct,United States,rganguli@alaska.edu,"
			University of Alaska US DOL TAACCCT-funded Consortium to enhance mining related training led by University of Alaska Fairbanks. Development includes the first Mining Mill Operations Program in the country and the first ever dynamic mill simulator.		",University of Alaska Fairbanks
www.universalsteelamerica.com,United States,None,None,"Universal Steel America, Inc."
www.universalsitemonitoring.com.au,Australia,contact@usm.net.au,"
			The Personal Safety Monitor is the first fully integrated worker safety device. The device provides location, two-way communications and real-time oversight of personal sensors including gas, heart-rate and fall from height to a remote operator.		",Universal Site Monitoring
www.flowmeters.com/products,United States,ufm@flowmeters.com,"
			Universal Flow Monitors is an American maker of flow monitoring products ideal for oils in gear boxes, autogenous, ball & jaw mills, cone, impact & gyrashere crushers and slurry pump seal water. HART® transmitters and/or switches also available.		",Universal Flow Monitors Inc.
www.univar.com,United States,None,None,Univar
www.ur.com,United States,None,None,"United Rentals, Inc."
www.unitedminingrentals.com,Canada,None,None,United Mining Rentals
www.unitedminingequipment.com,United States,None,None,United Mining Equipment
www.unitedcentral.net,United States,None,None,United Central Industrial Supply
www.Ushamartin.com,United States,None,None,Usha Martin
www.ustransinc.com,United States,sales@ustransinc.com,"
			Allison Overhaul Dealer, Allison parts, service and exchange units. Allison On & Off Hwy Transmissions. We ship worldwide.		","US Transmissions, Inc."
www.ussmining.com,United States,None,"
			A leader in diamond roof bolt mining tools--focused on improving the production and safety of today’s underground mining operations. Offering long lasting and technically advanced roof-bolting products.		",US Synthetic Mining
www.msha.gov,United States,None,None,US DOL/Mine Safety & Health Administration
www.blm.gov,United States,None,None,US DOI / Bureau of Land Management
www.urreaprofessionaltools.com,United States,None,None,URREA Professional Tools
edoutreach.unlv.edu,United States,None,None,UNLV Division of Educational Outreach
www.mining.utah.edu,United States,mining-info@lists.utah.edu,"
			The Mining Engineering Department at the University of Utah prepares students for productive, life-long careers in mining and related industries or disciplines in an economically, socially and environmentally responsible manner.		",University of Utah Mining Engineering
www.unicast.ca,Canada,steve@unicast.ca,"
			At Unicast, we design and manufacture high quality wear parts that deliver outstanding wear life. We help maintenance staff who are frustrated by the short wear life of replacement wear parts and costly downtime receive innovative wear parts.		",Unicast Inc.
mining.ubc.ca,Canada,None,"
			The UBC Mining Engineering Dept's focus is research and education in mining, processing, environment, mine economics and community engagement at the Bachelor's and Graduate degree levels (MENG, MASC, PHD). Lab services are also available.		",University of British Columbia – Mining Engineering
www.ultratechpipe.com,United States,joe.ribecky@conforms.com,"
			Ultra Tech Pipe is a world leader in abrasion resistant pipe and piping systems. Reaching 600 BHN (brinell hardness), Ultra Tech Pipe lasts between three and five times longer than steel. Our customers find value in reduced downtime and costs.		",Ultra Tech Pipe
www.ultraseat.com,Canada,inquiries@ultraseat.com,"
			Ultra Seat Corporation is a leading manufacturer of OEM quality heavy equipment seats. Your next alternative to OEM and after market seating through four  distribution centers across North America and an expanding distributor network around the globe.		",Ultra Seat Corporation
www.ustsubaki.com,United States,None,"
			Tsubaki is a leading manufacturer and supplier of Power Transmission Products. The Tsubaki name is synonymous with excellence in quality, dependability and customer service.		",U.S. Tsubaki
www.ultroninc.com,United States,jmulch@ultroninc.com,"
			Specialized NDT Services		","Ultron, Inc."
www.minerals.usgs.gov,United States,minerals@usgs.gov,"
			The USGS Mineral Resources Program delivers unbiased science and information to understand mineral resource potential, production, consumption and how minerals interact with the environment.		",U.S. Geological Survey
www.tytecrecycling.com,Australia,None,"
			World's first company to develop a whole OTR tyre recycling solution Out recycling plant is environmentally friendly First of it's kind in the world We have the global technology license Our process recycles 100 percent of OTR tyres.		",Tytec Recycling
www.tyrilights.com,United States,None,"
			When it comes to light above or below ground, TYRI Lights has it covered. Our tough, durable LED's provide the maximum light for your application. Reduce glare with TYRI's Asymmetric and Diffused lights on display along with the 13,500 lumen 1323.		",TYRI Lights
www.tymco.com,United States,tymcosales@tymco.com,"
			TYMCO, is the leading manufacture of Regenerative Air Sweeper. Offering dustless sweeping on paved or concrete surfaces. TYMCO's patented filtration system is equally efficient in wet or dry conditions. Environmental friendly sweeping.		",Tymco Inc.
www.tunnelradio.com,United States,None,None,Tunnel Radio of America
www.tsurumipump.com,United States,info@tsurumiamerica.com,"
			Whether you need compact, single phase pumps or heavy duty three-phase pumps with high volume or high head capabilities, Tsurumi has a wide range of submersible pumps designed for tough mining and industrial applications.		",Tsurumi Pump
www.tsman.com,Canada,info@tsman.com,"
			TS designs and builds custom bulk material handling systems for the mining industry. This includes truss conveyors and stackers, gallery conveying systems, crusher bases and towers as well as ship-loading systems and metering equipment.		",TS Manufacturing
www.tsglobal.net.au,Australia,sales@tsglobal.net.au,"
			For more than 20 years TS Global has specialized in the manufacture of a comprehensive range of high quality, innovative stainless steel and polyurethane conveyor accessories including belt cleaners, ploughs, trackers and skirts.		",TS Global
